customer_id_old,source_id_old,customer_id_new,source_id_new
cus_TQ0BUvQ5r6vYu3,card_1STABZG169MUOFIqg43kYsYj,cus_TQ0BUvQ5r6vYu3,card_1TGpqjLfpHJZVq4Iwipsf8in
cus_TJcVaswbqpdbLc,pm_1SMzPWG169MUOFIqLO99D42p,cus_TJcVaswbqpdbLc,pm_1TGpqiLfpHJZVq4IUobjm9KR
cus_TVg8Xz87ip5RWq,card_1TAgbsG169MUOFIqJScz5ZK4,cus_TVg8Xz87ip5RWq,card_1TGpqhLfpHJZVq4IQoHchtMc
cus_To1QDrZi8d8B4q,card_1SqPNvG169MUOFIqPm0243FE,cus_To1QDrZi8d8B4q,card_1TGpqhLfpHJZVq4I0Ecz1pgg
cus_TJZwWARhCpbTSB,pm_1SMws2G169MUOFIqkuVzqG95,cus_TJZwWARhCpbTSB,pm_1TGpqgLfpHJZVq4INFmOGM7H
cus_TtHXrvMhcYQGSm,pm_1SvUzbG169MUOFIqNXsjgAJv,cus_TtHXrvMhcYQGSm,pm_1TGpqfLfpHJZVq4IA9sDk4e3
cus_To57XnCPyCfqDp,pm_1SqSxvG169MUOFIqk79NixSl,cus_To57XnCPyCfqDp,pm_1TGpqeLfpHJZVq4IYqkx4Sxe
cus_TiiLosUsFl68lr,card_1SlGvAG169MUOFIqDGgDgBYj,cus_TiiLosUsFl68lr,card_1TGpqdLfpHJZVq4IUuysjy5k
cus_TaOjbLOCW3fpwA,pm_1SdDx0G169MUOFIqrKMjdvfw,cus_TaOjbLOCW3fpwA,pm_1TGpqdLfpHJZVq4IKDigN4PQ
cus_TPYr9ib108RdS9,pm_1SSjkFG169MUOFIqvzPZT0co,cus_TPYr9ib108RdS9,pm_1TGpqcLfpHJZVq4IKXwNMW3K
cus_U7Ng6J7wVrSjVl,pm_1T98vnG169MUOFIqed2zOcKa,cus_U7Ng6J7wVrSjVl,pm_1TGpqbLfpHJZVq4IfJTymRT8
cus_TyPtDz1mbjtnnN,card_1T33nUG169MUOFIqJYRZAA9u,cus_TyPtDz1mbjtnnN,card_1TGpqaLfpHJZVq4I9CrJQ4fJ
cus_TtCZUT3wFkyHSb,pm_1SvQBGG169MUOFIqmBnV3OML,cus_TtCZUT3wFkyHSb,pm_1TGpqaLfpHJZVq4ILJJKJWLD
cus_TfnQ2wvP1qhXz0,pm_1SiRsWG169MUOFIqrqu25ypU,cus_TfnQ2wvP1qhXz0,pm_1TGpqZLfpHJZVq4IEV60Ze0K
cus_TZfr0IDvcnnZCn,pm_1ScWWUG169MUOFIqmScGRzo1,cus_TZfr0IDvcnnZCn,pm_1TGpqYLfpHJZVq4ID69iLBGf
cus_U60mmPL24mCXVo,,cus_U60mmPL24mCXVo,
cus_THofCoSressIy7,,cus_THofCoSressIy7,
cus_UAP1rYx6vSa8MK,,cus_UAP1rYx6vSa8MK,
cus_Ts7FHRPG7lIyh1,,cus_Ts7FHRPG7lIyh1,
cus_ThYgv2Hn0tyLPV,,cus_ThYgv2Hn0tyLPV,
cus_TeYAYIhGhoOlOX,,cus_TeYAYIhGhoOlOX,
cus_U4mALT88YWFLu8,,cus_U4mALT88YWFLu8,
cus_TzwrA46kCuaH9O,,cus_TzwrA46kCuaH9O,
cus_TbxDI6o9s4NXo3,,cus_TbxDI6o9s4NXo3,
cus_Tbx86yJEkQLn4b,,cus_Tbx86yJEkQLn4b,
cus_TKSRVmmr2nCx22,,cus_TKSRVmmr2nCx22,
cus_U2w1wsUwXCmo0O,,cus_U2w1wsUwXCmo0O,
cus_TuGUPFwBC6iVig,pm_1SwRy9G169MUOFIqc0doKyUm,cus_TuGUPFwBC6iVig,pm_1TGpqSLfpHJZVq4IWbXpAKJK
cus_To3hnylvODIQ45,,cus_To3hnylvODIQ45,
cus_Tstvc5zyAKtdeZ,,cus_Tstvc5zyAKtdeZ,
cus_U9NNwAI0kAzDjI,,cus_U9NNwAI0kAzDjI,
cus_U01CisC9zTiili,,cus_U01CisC9zTiili,
cus_Thc28dWYEFaIY3,,cus_Thc28dWYEFaIY3,
cus_Twb2A7sXCqbmw1,,cus_Twb2A7sXCqbmw1,
cus_Tea04ja772StFP,,cus_Tea04ja772StFP,
cus_TYFFZeB0YYWxil,pm_1Sb8lUG169MUOFIqMG68h9ll,cus_TYFFZeB0YYWxil,pm_1TGpqOLfpHJZVq4I6zMYajmY
cus_TJJoiLbiiISoHk,,cus_TJJoiLbiiISoHk,
cus_ThIjwgGBGIFcfU,,cus_ThIjwgGBGIFcfU,
cus_U6xS63oPTonAes,pm_1T8jYhG169MUOFIqpv8PRRmx,cus_U6xS63oPTonAes,pm_1TGpqMLfpHJZVq4IPrRbV0C6
cus_U5V6RQEhNGHXgz,pm_1T7K6kG169MUOFIqTNE7hNqY,cus_U5V6RQEhNGHXgz,pm_1TGpqLLfpHJZVq4IOT4q3NpT
cus_U1QxtbLJNNPQGs,card_1T3O57G169MUOFIqLnK00aPT,cus_U1QxtbLJNNPQGs,card_1TGpqLLfpHJZVq4I8t1JpRnh
cus_U1PP5B5ePfqadM,pm_1T3MbOG169MUOFIq2t9BbivJ,cus_U1PP5B5ePfqadM,pm_1TGpqKLfpHJZVq4INXaSU5qX
cus_TUlc0MJKh0NLV2,pm_1SXm5hG169MUOFIqsW2NZFar,cus_TUlc0MJKh0NLV2,pm_1TGpqJLfpHJZVq4Ic611yfmM
cus_TRPbbm9haDzuqZ,pm_1SUWoIG169MUOFIqhNLXbz9y,cus_TRPbbm9haDzuqZ,pm_1TGpqILfpHJZVq4IKlHQGh9L
cus_U6xLwjG9rKh6dw,pm_1T8jQvG169MUOFIqenUP4bzR,cus_U6xLwjG9rKh6dw,pm_1TGpqHLfpHJZVq4IZzJB8syA
cus_U2rgOnNfMSHAdv,pm_1T4lxCG169MUOFIqFviFcSG7,cus_U2rgOnNfMSHAdv,pm_1TGpqHLfpHJZVq4Iw37s8QwK
cus_TzHTJnokFG0hCz,pm_1T1IvjG169MUOFIqI2rTnccg,cus_TzHTJnokFG0hCz,pm_1TGpqGLfpHJZVq4IooSPoXEJ
cus_TzHTJnokFG0hCz,pm_1T1IwrG169MUOFIqwDyRLBxV,cus_TzHTJnokFG0hCz,pm_1TGpqGLfpHJZVq4IZukFQBd8
cus_TzHTJnokFG0hCz,pm_1T1IyVG169MUOFIqjxuNnrcz,cus_TzHTJnokFG0hCz,pm_1TGpqGLfpHJZVq4I34r7uMyk
cus_TzHTJnokFG0hCz,pm_1T22pXG169MUOFIqnQTEi0ak,cus_TzHTJnokFG0hCz,pm_1TGpqGLfpHJZVq4IRIYcy8BU
cus_TxbDF9Cqze6TtU,pm_1Szg1aG169MUOFIqsdmdfC1o,cus_TxbDF9Cqze6TtU,pm_1TGpqFLfpHJZVq4IF6TPL0vs
cus_TkPlFzPWjGmEJE,pm_1Smv13G169MUOFIqUSixO2ss,cus_TkPlFzPWjGmEJE,pm_1TGpqELfpHJZVq4IFgMcNd0P
cus_TVzjtrCO5FMZcW,card_1SkITRG169MUOFIqQ8Rgs1Ye,cus_TVzjtrCO5FMZcW,card_1TGpqDLfpHJZVq4Iaca9Fkpr
cus_TcegvGjhXmPXNP,pm_1SfPNFG169MUOFIqPJJgy1tr,cus_TcegvGjhXmPXNP,pm_1TGpqDLfpHJZVq4ILrNFEEzC
cus_TVXCH58hcdP5Ws,pm_1SYW9WG169MUOFIqRwodDHfO,cus_TVXCH58hcdP5Ws,pm_1TGpqCLfpHJZVq4Ia8rWwtHH
cus_TVXCH58hcdP5Ws,pm_1SYWBDG169MUOFIqL7W11BvS,cus_TVXCH58hcdP5Ws,pm_1TGpqCLfpHJZVq4IptVEBDuv
cus_TzWawnPvgVVZsu,pm_1T1XXSG169MUOFIqGwqP41jT,cus_TzWawnPvgVVZsu,pm_1TGpqBLfpHJZVq4IQjRnKkbL
cus_TjsY4nyns5asR8,pm_1SmOnMG169MUOFIq2a2BcfKr,cus_TjsY4nyns5asR8,pm_1TGpqBLfpHJZVq4IyP8nG0re
cus_TceobwbMfH7DrY,pm_1SfPWIG169MUOFIq2xz6L79S,cus_TceobwbMfH7DrY,pm_1TGpqALfpHJZVq4IcZMe7jgt
cus_Ta86PFUwIDiBZN,card_1ScxqYG169MUOFIqnosRzl1z,cus_Ta86PFUwIDiBZN,card_1TGpq9LfpHJZVq4Ijwj6uK4m
cus_TytLO31wpOADFH,pm_1T1xtUG169MUOFIqr6WIODx9,cus_TytLO31wpOADFH,pm_1TGpq9LfpHJZVq4IdQvwgFu7
cus_Togorwhs1ERAo4,pm_1Sr3RAG169MUOFIqIWnmSc8R,cus_Togorwhs1ERAo4,pm_1TGpq8LfpHJZVq4IDoLlxjKH
cus_TZP5IF7wzbUwhI,card_1ScGtRG169MUOFIqf7DNMHUS,cus_TZP5IF7wzbUwhI,card_1TGpq7LfpHJZVq4IJ8B9Z4QL
cus_Tw7ePw7kHbjzsi,pm_1SyFPvG169MUOFIq2yGCE9Gh,cus_Tw7ePw7kHbjzsi,pm_1TGpq6LfpHJZVq4IEInHZIVN
cus_TrbHtVDvgVhqj2,pm_1Sts6TG169MUOFIqkzXiQB6U,cus_TrbHtVDvgVhqj2,pm_1TGpq6LfpHJZVq4Is1xb0CPo
cus_TnYZdmlpxSS90m,card_1SqJKQG169MUOFIqdRL9a01s,cus_TnYZdmlpxSS90m,card_1TGpq5LfpHJZVq4IAnuMCq9r
cus_Tn9Ti635p2BXjL,pm_1SpZBjG169MUOFIqf0HL0EBS,cus_Tn9Ti635p2BXjL,pm_1TGpq4LfpHJZVq4I7Yil71F3
cus_Tn9Ti635p2BXjL,pm_1SpZEaG169MUOFIqHcQjc2qD,cus_Tn9Ti635p2BXjL,pm_1TGpq4LfpHJZVq4Io7O2pSUu
cus_TUCDRd1qvZqLtb,pm_1SXDpWG169MUOFIqXYamCSLL,cus_TUCDRd1qvZqLtb,pm_1TGpq3LfpHJZVq4IoTN8WZZs
cus_TKpGmVRe1nkyna,card_1SO9beG169MUOFIqu2tAFxJM,cus_TKpGmVRe1nkyna,card_1TGpq2LfpHJZVq4IiQxscyff
cus_U4p0VwIN3MoDyi,pm_1T6ipIG169MUOFIqGmJM73cs,cus_U4p0VwIN3MoDyi,pm_1TGpq2LfpHJZVq4IVi0OzXdU
cus_TjYWszOwhqA78V,pm_1Sm5RNG169MUOFIq3hdK3dvR,cus_TjYWszOwhqA78V,pm_1TGpq1LfpHJZVq4IP8p8szCq
cus_Tnd93T96bPGIJF,card_1Sq1tbG169MUOFIqjkG06FQ9,cus_Tnd93T96bPGIJF,card_1TGpq0LfpHJZVq4I5c64qUDY
cus_TmOHHQk9oaDa4x,pm_1SopY4G169MUOFIqpgM9S63m,cus_TmOHHQk9oaDa4x,pm_1TGpq0LfpHJZVq4IjnV2rbbA
cus_TU8PmxxUzzLDPt,card_1SmS99G169MUOFIqGLZnjSXQ,cus_TU8PmxxUzzLDPt,card_1TGppzLfpHJZVq4IzIcCoUce
cus_TQjkVmHRuSEUhY,card_1SenO7G169MUOFIqnms6DGcb,cus_TQjkVmHRuSEUhY,card_1TGppyLfpHJZVq4IqPpn2stk
cus_TTKuqaVXvhKJ7f,pm_1SYsDeG169MUOFIqmMTObioa,cus_TTKuqaVXvhKJ7f,pm_1TGppxLfpHJZVq4IAhRzgk3p
cus_TPiICausQpGjMu,pm_1SSstQG169MUOFIqeB5Eug3D,cus_TPiICausQpGjMu,pm_1TGppwLfpHJZVq4IBXOkU7MW
cus_U7pG6wO5471SnB,card_1T9ZbkG169MUOFIqoCmcTiwg,cus_U7pG6wO5471SnB,card_1TGppwLfpHJZVq4IG6RlH92I
cus_TsqRDVSabMmmGo,pm_1Sv4l8G169MUOFIqGNrAdEOI,cus_TsqRDVSabMmmGo,pm_1TGppvLfpHJZVq4IO9LcInf0
cus_Tiq7X3MYTKr2QN,pm_1SlOSzG169MUOFIqhVlyWQjY,cus_Tiq7X3MYTKr2QN,pm_1TGppuLfpHJZVq4I0BLgvdXs
cus_TMhflWnHc1s5Xf,card_1ScgxzG169MUOFIqtyHfeCT7,cus_TMhflWnHc1s5Xf,card_1TGppuLfpHJZVq4IEbGfSAyu
cus_TZn7QZSMxfSW5Z,card_1ScdX7G169MUOFIq5N5MlpjP,cus_TZn7QZSMxfSW5Z,card_1TGpptLfpHJZVq4IIAflCLgt
cus_TSywzAoSNLGWWb,card_1SW2ypG169MUOFIqPb1mdf3E,cus_TSywzAoSNLGWWb,card_1TGppsLfpHJZVq4I76eN2mo4
cus_TOnUMrnw76rf9c,pm_1SRzuSG169MUOFIqiU6Q0gMq,cus_TOnUMrnw76rf9c,pm_1TGppsLfpHJZVq4IYHdgWgiL
cus_TJlOR7vnnubN8G,pm_1SN7sXG169MUOFIqpCqNz6NT,cus_TJlOR7vnnubN8G,pm_1TGpprLfpHJZVq4IuflfL89i
cus_TJhuXnc67UYb5E,pm_1SN4V9G169MUOFIqE0Negg0u,cus_TJhuXnc67UYb5E,pm_1TGppqLfpHJZVq4IiigYFlfM
cus_U7S5kfvMAMK2YH,,cus_U7S5kfvMAMK2YH,
cus_TulZIdyWfhAJiP,,cus_TulZIdyWfhAJiP,
cus_TMidLvcgGhIGhH,,cus_TMidLvcgGhIGhH,
cus_TMhbO7t1BuB8Ui,,cus_TMhbO7t1BuB8Ui,
cus_TWhxC5KxRwGCnC,,cus_TWhxC5KxRwGCnC,
cus_U60oq6ESCvQVFV,,cus_U60oq6ESCvQVFV,
cus_TkYaRdHriZjKEp,,cus_TkYaRdHriZjKEp,
cus_TxP7vKEca10DwX,,cus_TxP7vKEca10DwX,
cus_U5bs3QyjZ3Uk1n,,cus_U5bs3QyjZ3Uk1n,
cus_U4r9wAJSMKdO7Z,,cus_U4r9wAJSMKdO7Z,
cus_TmUt2erqdMMYQD,,cus_TmUt2erqdMMYQD,
cus_TKlqpI7YkkLU7E,,cus_TKlqpI7YkkLU7E,
cus_TmQ6JsbCgA7vn3,,cus_TmQ6JsbCgA7vn3,
cus_TW59II38N9SADF,,cus_TW59II38N9SADF,
cus_TymLlyFZa9ymyh,,cus_TymLlyFZa9ymyh,
cus_TRRhSG2nsfTYeS,,cus_TRRhSG2nsfTYeS,
cus_TuKT7xfKgH6i2a,,cus_TuKT7xfKgH6i2a,
cus_TpohiVXB59SDtM,,cus_TpohiVXB59SDtM,
cus_TmWprTjdKTqUIv,,cus_TmWprTjdKTqUIv,
cus_TxJuzAa2WF48iX,card_1TC4vgG169MUOFIq43lm71H9,cus_TxJuzAa2WF48iX,card_1TGppgLfpHJZVq4Ihw4Dtj7Z
cus_TzWLMsDrxfQLoZ,card_1T5vgSG169MUOFIqSzCzyVY0,cus_TzWLMsDrxfQLoZ,card_1TGppfLfpHJZVq4ItWFiwIxF
cus_TzEtxDM5jaMeFI,pm_1T1GQ6G169MUOFIqs66O7ble,cus_TzEtxDM5jaMeFI,pm_1TGppeLfpHJZVq4IXEJ3WcYd
cus_TMvS6PkZeQuYDd,pm_1SQBcLG169MUOFIqV9cNeEYz,cus_TMvS6PkZeQuYDd,pm_1TGppeLfpHJZVq4IzLonwEJH
cus_U6xjrgl1mxN5Zx,pm_1T8jp6G169MUOFIqm2UTFxDC,cus_U6xjrgl1mxN5Zx,pm_1TGppdLfpHJZVq4IGxrpB7Zh
cus_TxhxMJKMSpp76O,card_1SzmY2G169MUOFIqbuuF7FJ2,cus_TxhxMJKMSpp76O,card_1TGppcLfpHJZVq4IYpRvVvfp
cus_TRYSPHOKtv3kS6,card_1SUfLrG169MUOFIqA7mmWo6n,cus_TRYSPHOKtv3kS6,card_1TGppbLfpHJZVq4IGkHreMbR
cus_TQfXqonWkIIP36,pm_1SToDLG169MUOFIqfZjU2Qlm,cus_TQfXqonWkIIP36,pm_1TGppbLfpHJZVq4INVEM5ukL
cus_TQfXqonWkIIP36,pm_1SToE0G169MUOFIqo9Xw35u9,cus_TQfXqonWkIIP36,pm_1TGppbLfpHJZVq4IyQyWYyC5
cus_TQfXqonWkIIP36,pm_1SToFKG169MUOFIqjf0RuTFQ,cus_TQfXqonWkIIP36,pm_1TGppaLfpHJZVq4IfPpSggEn
cus_TyXBa55HqS8THo,pm_1T0a82G169MUOFIq1pxvzkUz,cus_TyXBa55HqS8THo,pm_1TGppaLfpHJZVq4IJyE8jZXc
cus_TmOHiYCuSn1GjT,pm_1SopVbG169MUOFIqwgm729X8,cus_TmOHiYCuSn1GjT,pm_1TGppZLfpHJZVq4I1BEfdCz0
cus_TO5WJu9kyaZIMX,card_1SRJL9G169MUOFIquRoCgaiu,cus_TO5WJu9kyaZIMX,card_1TGppYLfpHJZVq4IYKQxNrwz
cus_TjsF4EUwgRk9lg,card_1SmOUrG169MUOFIqiHef9EAY,cus_TjsF4EUwgRk9lg,card_1TGppXLfpHJZVq4IDheCDx1O
cus_ThGNnieH5o6sb1,card_1SjrrDG169MUOFIqdVzTa6kK,cus_ThGNnieH5o6sb1,card_1TGppXLfpHJZVq4IqL6hb6jI
cus_Ta1i5peAFbksjj,card_1ScrfTG169MUOFIqybQQERRu,cus_Ta1i5peAFbksjj,card_1TGppWLfpHJZVq4IOcVkBCVe
cus_TOYjL9iup6VTEz,card_1SRld8G169MUOFIqArb4Q3Vv,cus_TOYjL9iup6VTEz,card_1TGppVLfpHJZVq4Ic9V5EqCC
cus_TNiusI7GKFVsoX,pm_1SQxULG169MUOFIqOV4UrQx0,cus_TNiusI7GKFVsoX,pm_1TGppVLfpHJZVq4Iob2bGYPH
cus_TjlUEfCu2xUCRW,pm_1SmHxUG169MUOFIqexe1YbQq,cus_TjlUEfCu2xUCRW,pm_1TGppULfpHJZVq4IJ2au6ljd
cus_TjlUEfCu2xUCRW,pm_1SmI6IG169MUOFIqaLwOc215,cus_TjlUEfCu2xUCRW,pm_1TGppULfpHJZVq4IiDTFiB6s
cus_TjlUEfCu2xUCRW,pm_1SmI6uG169MUOFIql9WkCNht,cus_TjlUEfCu2xUCRW,pm_1TGppULfpHJZVq4IVAghwIig
cus_TQ3DDQRTZ8a2T1,card_1STD6uG169MUOFIqEw157hsY,cus_TQ3DDQRTZ8a2T1,card_1TGppTLfpHJZVq4IyLBVM65g
cus_TNi5fk4eiAVR56,card_1SQwexG169MUOFIqjdwZ7KND,cus_TNi5fk4eiAVR56,card_1TGppSLfpHJZVq4IxpmuhXWy
cus_TzaBMIeWs1lFA4,pm_1T1bIPG169MUOFIqt5zOFTjf,cus_TzaBMIeWs1lFA4,pm_1TGppRLfpHJZVq4I0SSBuGAZ
cus_TjsL5xDfjzV2aP,card_1SmOabG169MUOFIqGm4iTcOA,cus_TjsL5xDfjzV2aP,card_1TGppRLfpHJZVq4IZPMCohWj
cus_TPiLew8120UXm0,pm_1SSsvyG169MUOFIq3HnhQylf,cus_TPiLew8120UXm0,pm_1TGppQLfpHJZVq4ISHA3ooa0
cus_UDVgG6Wi7x187p,pm_1TFmdMG169MUOFIqsymEqR6t,cus_UDVgG6Wi7x187p,pm_1TGppPLfpHJZVq4IxmMbgrIZ
cus_Tv3Sfeagl5ZlG4,pm_1SxDLaG169MUOFIqHCcqT3sB,cus_Tv3Sfeagl5ZlG4,pm_1TGppPLfpHJZVq4I3S3C4F75
cus_TdROtYA1FJZHWh,pm_1SgAVuG169MUOFIqm6jrFHWB,cus_TdROtYA1FJZHWh,pm_1TGppOLfpHJZVq4IluENmDKf
cus_Ts4TkBpDY947t2,pm_1SuKLLG169MUOFIqlJpvX0CK,cus_Ts4TkBpDY947t2,pm_1TGppNLfpHJZVq4Itff5S7nx
cus_THoEfpCVvLK3qt,card_1SRIPWG169MUOFIqwpLwQ4fb,cus_THoEfpCVvLK3qt,card_1TGppMLfpHJZVq4IN8it75E2
cus_U8APC5siMinozO,,cus_U8APC5siMinozO,
cus_TmVaKy9yZTBeuf,,cus_TmVaKy9yZTBeuf,
cus_TuMO37EwNr150E,,cus_TuMO37EwNr150E,
cus_TptCQ7qGdlb3Mn,,cus_TptCQ7qGdlb3Mn,
cus_Tfq6FyjeInJ4JY,,cus_Tfq6FyjeInJ4JY,
cus_Tieq83nDSyG6es,,cus_Tieq83nDSyG6es,
cus_TdQLFOj4F8gpC2,,cus_TdQLFOj4F8gpC2,
cus_TZM2KHUyZfV9Fs,,cus_TZM2KHUyZfV9Fs,
cus_U3239stWrs8jVr,,cus_U3239stWrs8jVr,
cus_U28pr7eM1zyR4Z,pm_1T45GZG169MUOFIqfaFqm66X,cus_U28pr7eM1zyR4Z,pm_1TGppHLfpHJZVq4IBMjI7JWj
cus_U28pr7eM1zyR4Z,pm_1T45HmG169MUOFIqObhHtEGh,cus_U28pr7eM1zyR4Z,pm_1TGppHLfpHJZVq4IR9Do7yxr
cus_TnwvU6THpZoxLB,,cus_TnwvU6THpZoxLB,
cus_TulbxuVzso9zQu,,cus_TulbxuVzso9zQu,
cus_TulX3MS5XF70VN,,cus_TulX3MS5XF70VN,
cus_Thfa2qx61ZCBwn,,cus_Thfa2qx61ZCBwn,
cus_ThBpW3KL9aNZsp,,cus_ThBpW3KL9aNZsp,
cus_Tcg5NROld85RLn,,cus_Tcg5NROld85RLn,
cus_U5UFOc560w4sfp,pm_1T7JJOG169MUOFIqTrscWbMq,cus_U5UFOc560w4sfp,pm_1TGppDLfpHJZVq4Ih6DZ2dIg
cus_TzwprKeEhrWliK,pm_1T1wxbG169MUOFIqbMInw5OJ,cus_TzwprKeEhrWliK,pm_1TGppCLfpHJZVq4IALCbxmAW
cus_TyLb3uGAJKyDir,pm_1T0OvdG169MUOFIqTZonpAVA,cus_TyLb3uGAJKyDir,pm_1TGppBLfpHJZVq4IfjYCoXaQ
cus_TmWUQrgR21olO0,card_1SoxRdG169MUOFIqwwgxhH6R,cus_TmWUQrgR21olO0,card_1TGppALfpHJZVq4Ic80xeaRi
cus_U3yWkN7vcoueBy,pm_1T5qa7G169MUOFIqXDOLSLfP,cus_U3yWkN7vcoueBy,pm_1TGppALfpHJZVq4I3ZtVbmTd
cus_U3yWkN7vcoueBy,pm_1T5qbCG169MUOFIqkto7i6sX,cus_U3yWkN7vcoueBy,pm_1TGppALfpHJZVq4IAqlBvRH9
cus_ToKmqiE7uRHGoF,card_1Sqi7CG169MUOFIqRekra0IV,cus_ToKmqiE7uRHGoF,card_1TGpp9LfpHJZVq4IXbNXcdKn
cus_TVFksGWhktquUm,pm_1SYFFNG169MUOFIqMii6YmWx,cus_TVFksGWhktquUm,pm_1TGpp8LfpHJZVq4IHPQqKDyY
cus_TVFksGWhktquUm,pm_1SYFFtG169MUOFIqor6muPNZ,cus_TVFksGWhktquUm,pm_1TGpp8LfpHJZVq4IC7wQoKVy
cus_TVFksGWhktquUm,pm_1SYFIAG169MUOFIqULOTeLz6,cus_TVFksGWhktquUm,pm_1TGpp8LfpHJZVq4IKkEhtLY8
cus_TVFksGWhktquUm,pm_1SYFJbG169MUOFIq387vqFzp,cus_TVFksGWhktquUm,pm_1TGpp8LfpHJZVq4I3FrDoOly
cus_TT1bfr7HuHNu84,card_1SW5Y1G169MUOFIq0NGFx2JE,cus_TT1bfr7HuHNu84,card_1TGpp7LfpHJZVq4IqhMBl0vE
cus_TxJrxBoQVBcJc6,card_1TBjLJG169MUOFIqw2QK8CXy,cus_TxJrxBoQVBcJc6,card_1TGpp6LfpHJZVq4I1wuoHfZ4
cus_TtI1LBjOlPNs1r,pm_1SvVSDG169MUOFIqgEDaOxP6,cus_TtI1LBjOlPNs1r,pm_1TGpp6LfpHJZVq4IkrIAtn9c
cus_TrHRFTVy10PHCr,pm_1StYsjG169MUOFIqZO9xaZCx,cus_TrHRFTVy10PHCr,pm_1TGpp5LfpHJZVq4Io074HPBG
cus_TWJSKtHJgEIBtm,pm_1SZGpuG169MUOFIqWzqedMtH,cus_TWJSKtHJgEIBtm,pm_1TGpp4LfpHJZVq4IOQHzotU7
cus_Tw9lZC67zLiLHH,pm_1SyHSfG169MUOFIq7uv5gI47,cus_Tw9lZC67zLiLHH,pm_1TGpp4LfpHJZVq4I7tRlah4H
cus_TtaAmUnzB5IYIk,card_1Svn0RG169MUOFIqXoq2oYRr,cus_TtaAmUnzB5IYIk,card_1TGpp3LfpHJZVq4IUNVWuKmG
cus_TOWXO7wc0sUTBo,card_1SRjTyG169MUOFIqXW8AKlwa,cus_TOWXO7wc0sUTBo,card_1TGpp2LfpHJZVq4I0VskvkbE
cus_TO1sd4RZrJ8Ema,pm_1SRFpgG169MUOFIqpa754K5E,cus_TO1sd4RZrJ8Ema,pm_1TGpp1LfpHJZVq4IlxMNADJ1
cus_U8y69zYjp7YuNe,pm_1TAgAUG169MUOFIqoMR3bMNV,cus_U8y69zYjp7YuNe,pm_1TGpp1LfpHJZVq4Iu4FjxDUs
cus_TdVpgm5szAH9WY,card_1SgEp0G169MUOFIqJ1roBUGn,cus_TdVpgm5szAH9WY,card_1TGpp0LfpHJZVq4IQYNHRfy8
cus_TW1WLs1H9LhR0Q,card_1SYzTSG169MUOFIqZKXgmqDN,cus_TW1WLs1H9LhR0Q,card_1TGpozLfpHJZVq4IAJA46cRq
cus_TNTH0mxKxwfpXF,pm_1SQiLfG169MUOFIqX6pWsbPb,cus_TNTH0mxKxwfpXF,pm_1TGpozLfpHJZVq4IIBvmCLyI
cus_TwXPdLoQIrXcxQ,pm_1SyeMAG169MUOFIqwCxkdgg7,cus_TwXPdLoQIrXcxQ,pm_1TGpoyLfpHJZVq4I2e12WPP1
cus_TwXPdLoQIrXcxQ,pm_1SyeNPG169MUOFIqR3nTEQyv,cus_TwXPdLoQIrXcxQ,pm_1TGpoyLfpHJZVq4IAVSOwgEr
cus_TlgKwNQsVUb28J,card_1So94TG169MUOFIqmpZgK7lH,cus_TlgKwNQsVUb28J,card_1TGpoxLfpHJZVq4IH4RjB4JS
cus_Tiq7b7pNLErnHL,pm_1SlOS2G169MUOFIqRgc5r6uU,cus_Tiq7b7pNLErnHL,pm_1TGpowLfpHJZVq4IofMSdIkO
cus_TdYoH9uytF432r,pm_1SgHhfG169MUOFIq551MUfKC,cus_TdYoH9uytF432r,pm_1TGpowLfpHJZVq4IWoD1qoZu
cus_TZl0AI4QNFyO94,pm_1ScbW7G169MUOFIqHBreZbLW,cus_TZl0AI4QNFyO94,pm_1TGpovLfpHJZVq4IL0yvl0iF
cus_TJdrJ2Drg17WJt,pm_1SN0a9G169MUOFIq5w6wE2NF,cus_TJdrJ2Drg17WJt,pm_1TGpouLfpHJZVq4IU2QpIjf8
cus_U9kHJFI8RX4x2f,pm_1TBQoIG169MUOFIqBSOBohtj,cus_U9kHJFI8RX4x2f,pm_1TGpouLfpHJZVq4Iw8Ud2wFP
cus_TRQIk5HlAvmES2,pm_1SUXhcG169MUOFIq4Om5mRJX,cus_TRQIk5HlAvmES2,pm_1TGpotLfpHJZVq4IWW8Y40FS
cus_TLuG7QctE1E5e5,pm_1SPCSNG169MUOFIqvvvP0MEe,cus_TLuG7QctE1E5e5,pm_1TGposLfpHJZVq4Ikr4FSvUV
cus_TLqBUnNV4BxDHt,card_1SP8V7G169MUOFIqhZsdxn6U,cus_TLqBUnNV4BxDHt,card_1TGporLfpHJZVq4IlYDi9ZZT
cus_U8spYZTXoucB09,,cus_U8spYZTXoucB09,
cus_TybJiTRswPQp5J,,cus_TybJiTRswPQp5J,
cus_TLtwFkQWB7TAUH,,cus_TLtwFkQWB7TAUH,
cus_U1UNJwqPkGmZHT,,cus_U1UNJwqPkGmZHT,
cus_Ti0EgEFBTsfnbm,,cus_Ti0EgEFBTsfnbm,
cus_TSJ2SB3dEf3Os8,,cus_TSJ2SB3dEf3Os8,
cus_ThBmFuIXKVKn7s,,cus_ThBmFuIXKVKn7s,
cus_U3nJAm6xHswnt5,,cus_U3nJAm6xHswnt5,
cus_TjsCojergQbRv6,,cus_TjsCojergQbRv6,
