customer_id_old,source_id_old,customer_id_new,source_id_new
cus_U5VlsHqRGx9E9Y,,cus_U5VlsHqRGx9E9Y,
cus_TwDMYBtdHY3lkT,,cus_TwDMYBtdHY3lkT,
cus_U6bbPleMjmDO4c,,cus_U6bbPleMjmDO4c,
cus_TpocQSGBdyb4n4,,cus_TpocQSGBdyb4n4,
cus_U7Ui0HoJLmCG03,,cus_U7Ui0HoJLmCG03,
cus_U60jRuTNPismlT,,cus_U60jRuTNPismlT,
cus_U3gKCs6761KrTk,,cus_U3gKCs6761KrTk,
cus_U8FuF0auUlmwYj,,cus_U8FuF0auUlmwYj,
cus_U8Cto524u0BGFJ,,cus_U8Cto524u0BGFJ,
cus_To3kbdIByeepUx,,cus_To3kbdIByeepUx,
cus_TLrgF4nTRk5Nvs,,cus_TLrgF4nTRk5Nvs,
cus_TuKQhC3M3L129f,,cus_TuKQhC3M3L129f,
cus_TMAYD97vm7MBCm,,cus_TMAYD97vm7MBCm,
cus_TeshXkyITsJS4k,pm_1ShYx8G169MUOFIqXoBWkbtj,cus_TeshXkyITsJS4k,pm_1TGpogLfpHJZVq4IyzrVuBpy
cus_TOVueggTkWyE1l,card_1SRit2G169MUOFIqEVBS8Hr3,cus_TOVueggTkWyE1l,card_1TGpofLfpHJZVq4IrlvRqnmD
cus_TJbVI4IdelFTUD,pm_1SMyIoG169MUOFIqYQjylH1h,cus_TJbVI4IdelFTUD,pm_1TGpofLfpHJZVq4IzSpqhvyf
cus_U8GKtIKa0a3kwi,card_1T9znMG169MUOFIqjIn3SlfD,cus_U8GKtIKa0a3kwi,card_1TGpoeLfpHJZVq4IAGv5ojWK
cus_U4Q2wcMUFzEwG8,pm_1T6HD8G169MUOFIqgRe7I6NI,cus_U4Q2wcMUFzEwG8,pm_1TGpodLfpHJZVq4IVt1RzC16
cus_U0etxg7yZOeuBG,card_1T2dZlG169MUOFIq1OdrObzp,cus_U0etxg7yZOeuBG,card_1TGpodLfpHJZVq4I2WVOIw7p
cus_TqcOudsf0lLY1E,pm_1Sw6unG169MUOFIqUfM3qsjt,cus_TqcOudsf0lLY1E,pm_1TGpocLfpHJZVq4IU5brvjZ3
cus_TjsRcBRiSJLYPm,card_1SmOgRG169MUOFIqiexh6lQB,cus_TjsRcBRiSJLYPm,card_1TGpobLfpHJZVq4IT2FodIiM
cus_TNPTsUl3x7hyyB,card_1SQeeVG169MUOFIqTgNTmm7T,cus_TNPTsUl3x7hyyB,card_1TGpobLfpHJZVq4Ik9gdQ9RC
cus_TVu8952d4f1G03,pm_1SYsMfG169MUOFIqnzzUDFJq,cus_TVu8952d4f1G03,pm_1TGpoaLfpHJZVq4IBsnvpCCE
cus_TOWTQKcWl68NXf,card_1SRjQAG169MUOFIq1zK9ImCp,cus_TOWTQKcWl68NXf,card_1TGpoZLfpHJZVq4I4ALXJcCZ
cus_U9zSUJszYLJcUf,pm_1TBfXzG169MUOFIqi2W10SpN,cus_U9zSUJszYLJcUf,pm_1TGpoZLfpHJZVq4IArEiAGOv
cus_Tl4cNJNVvCJRBk,card_1SnYTcG169MUOFIqQFKTgs9W,cus_Tl4cNJNVvCJRBk,card_1TGpoYLfpHJZVq4IbVKA3DKg
cus_TkHjeAcK9xVvgU,pm_1SmnANG169MUOFIq8XSiBNmf,cus_TkHjeAcK9xVvgU,pm_1TGpoYLfpHJZVq4IbJRK5YDc
cus_TL7hEr22uUdFTY,card_1SPz90G169MUOFIqOtC0Nx9W,cus_TL7hEr22uUdFTY,card_1TGpoXLfpHJZVq4ILc1zZ4hH
cus_U5u3py4tuSGABV,pm_1T7iGtG169MUOFIqPsxCQ8r6,cus_U5u3py4tuSGABV,pm_1TGpoWLfpHJZVq4I51Mrj7R6
cus_U44Uho90ykqfAA,pm_1T5wM5G169MUOFIqxWSLnL89,cus_U44Uho90ykqfAA,pm_1TGpoVLfpHJZVq4IZZ4dcA1Y
cus_TroiGdHXpApTeQ,pm_1Su55IG169MUOFIq4raJ8hos,cus_TroiGdHXpApTeQ,pm_1TGpoULfpHJZVq4INA2bHdp4
cus_TRSlLsD25Sfuk4,card_1SUZqLG169MUOFIqQoc5vPjI,cus_TRSlLsD25Sfuk4,card_1TGpoTLfpHJZVq4IFKBMO4v0
cus_TOzK9iHtgHMHQD,pm_1SSBOIG169MUOFIqqoEiOSsb,cus_TOzK9iHtgHMHQD,pm_1TGpoTLfpHJZVq4IfWiB3jQp
cus_U9yimWpVgnVBvX,pm_1TBelgG169MUOFIqXQ8WxFYx,cus_U9yimWpVgnVBvX,pm_1TGpoSLfpHJZVq4IAilZtzhp
cus_TkINDibCgT0cgy,pm_1Szr9UG169MUOFIqJFe3B7cU,cus_TkINDibCgT0cgy,pm_1TGpoRLfpHJZVq4INzvyMOmT
cus_TqYl7osqKR8sCw,card_1SsrdnG169MUOFIqIRtfIHhV,cus_TqYl7osqKR8sCw,card_1TGpoQLfpHJZVq4Iv8B9aJIf
cus_TYegg96dD91tbV,pm_1SbXO2G169MUOFIqW6DYmpvV,cus_TYegg96dD91tbV,pm_1TGpoQLfpHJZVq4IDVIYDAiD
cus_TWfvA9pd97mIIv,pm_1SZca5G169MUOFIqrO2UWc54,cus_TWfvA9pd97mIIv,pm_1TGpoPLfpHJZVq4IfGKcQZiR
cus_TPEwaba3roWiPc,pm_1SSiX4G169MUOFIqQ5XqHdTP,cus_TPEwaba3roWiPc,pm_1TGpoOLfpHJZVq4IO3RYQVzc
cus_TtUoxCJJ9FhPvL,pm_1SviCdG169MUOFIqIwKuiMKe,cus_TtUoxCJJ9FhPvL,pm_1TGpoOLfpHJZVq4ILoP4dASt
cus_Tg6XB2JiZDhXJC,pm_1SikOJG169MUOFIqvzZP25Tm,cus_Tg6XB2JiZDhXJC,pm_1TGpoNLfpHJZVq4IycJFeZbm
cus_TRZPMz18EsKSYY,card_1SUgGQG169MUOFIqHL6B5Xtn,cus_TRZPMz18EsKSYY,card_1TGpoMLfpHJZVq4I0LJEfhwp
cus_TNinLAmD5rlZnU,pm_1SQxMAG169MUOFIqRj55NjTH,cus_TNinLAmD5rlZnU,pm_1TGpoMLfpHJZVq4IKhR1xMFl
cus_TU8Ffmj4WuC4cA,,cus_TU8Ffmj4WuC4cA,
cus_U9jJ0iieiBE7hY,,cus_U9jJ0iieiBE7hY,
cus_U5WcxTZqW9tsta,,cus_U5WcxTZqW9tsta,
cus_TVyhpsRlawRAst,,cus_TVyhpsRlawRAst,
cus_Tqbeu4SaSFFrZG,,cus_Tqbeu4SaSFFrZG,
cus_TuKPBHOH6DHUzs,,cus_TuKPBHOH6DHUzs,
cus_TniIpxeqMkRfzm,,cus_TniIpxeqMkRfzm,
cus_TcgAhkO2ekZncD,,cus_TcgAhkO2ekZncD,
cus_TuKUbc2RxTjAhE,,cus_TuKUbc2RxTjAhE,
